"","X","Station","Species","DateTimeOriginal","Date","Time","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","Directory","FileName","metadata_Species","HierarchicalSubject","DateTime2","Date2"
"247",356,"C2T1P21","Urocyon cinereoargenteus","02/05/2018 1:07:00","2/05/2018","1:07:11",0,0,0,0,"Imagenes_renombradas/C2T1P21","C2T1P21__2018-05-02__01-07-11(1).JPG","Urocyon cinereoargenteus","Species|Urocyon cinereoargenteus","2018-05-02 01:07:00","2018-05-02"
"248",357,"C2T1P21","Urocyon cinereoargenteus","06/05/2018 22:20:00","6/05/2018","22:20:04",421862,7031,117.2,4.9,"Imagenes_renombradas/C2T1P21","C2T1P21__2018-05-06__22-20-04(1).JPG","Urocyon cinereoargenteus","Species|Urocyon cinereoargenteus","2018-05-06 22:20:00","2018-05-06"
"249",414,"C2T2P1","Dasypus novemcinctus","10/07/2018 1:09:00","10/07/2018","1:09:30",0,0,0,0,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-10__01-09-30(1).JPG","Dasypus novemcinctus","Species|Dasypus novemcinctus","2018-07-10 01:09:00","2018-07-10"
"250",415,"C2T2P1","Lynx rufus","10/06/2018 22:36:00","10/06/2018","22:36:19",0,0,0,0,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-10__22-36-19(1).JPG","Lynx rufus","Species|Lynx rufus","2018-06-10 22:36:00","2018-06-10"
"251",416,"C2T2P1","Odocoileus virginianus","02/05/2018 9:47:00","2/05/2018","9:47:03",0,0,0,0,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-02__09-47-03(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-05-02 09:47:00","2018-05-02"
"252",417,"C2T2P1","Odocoileus virginianus","27/07/2018 3:52:00","27/07/2018","3:52:43",7409140,123486,2058.1,85.8,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-27__03-52-43(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-07-27 03:52:00","2018-07-27"
"253",418,"C2T2P1","Odocoileus virginianus","30/07/2018 21:42:00","30/07/2018","21:42:30",323305,5388,89.8,3.7,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-30__21-42-30(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-07-30 21:42:00","2018-07-30"
"254",419,"C2T2P1","Pecari tajacu","12/06/2018 6:54:00","12/06/2018","6:54:17",0,0,0,0,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-12__06-54-17(1).JPG","Pecari tajacu","Species|Pecari tajacu","2018-06-12 06:54:00","2018-06-12"
"255",420,"C2T2P1","Pecari tajacu","14/06/2018 19:24:00","14/06/2018","19:24:42",217778,3630,60.5,2.5,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-14__19-24-42(1).JPG","Pecari tajacu","Species|Pecari tajacu","2018-06-14 19:24:00","2018-06-14"
"256",434,"C2T2P1","Roedores","13/05/2018 3:44:00","13/05/2018","3:44:01",0,0,0,0,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-13__03-44-01(1).JPG","Roedores","Species|Roedores","2018-05-13 03:44:00","2018-05-13"
"257",435,"C2T2P1","Roedores","23/05/2018 3:49:00","23/05/2018","3:49:51",864347,14406,240.1,10,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-23__03-49-51(1).JPG","Roedores","Species|Roedores","2018-05-23 03:49:00","2018-05-23"
"258",436,"C2T2P1","Roedores","25/05/2018 3:19:00","25/05/2018","3:19:40",170987,2850,47.5,2,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-25__03-19-40(1).JPG","Roedores","Species|Roedores","2018-05-25 03:19:00","2018-05-25"
"259",437,"C2T2P1","Roedores","03/06/2018 1:21:00","3/06/2018","1:21:35",770513,12842,214,8.9,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-03__01-21-35(1).JPG","Roedores","Species|Roedores","2018-06-03 01:21:00","2018-06-03"
"260",438,"C2T2P1","Roedores","19/06/2018 0:12:00","19/06/2018","0:12:39",1378264,22971,382.9,16,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-19__00-12-39(1).JPG","Roedores","Species|Roedores","2018-06-19 00:12:00","2018-06-19"
"261",439,"C2T2P1","Roedores","20/06/2018 1:05:00","20/06/2018","1:05:56",89593,1493,24.9,1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-20__01-05-56(1).JPG","Roedores","Species|Roedores","2018-06-20 01:05:00","2018-06-20"
"262",440,"C2T2P1","Roedores","21/06/2018 2:25:00","21/06/2018","2:25:53",91193,1520,25.3,1.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-21__02-25-53(1).JPG","Roedores","Species|Roedores","2018-06-21 02:25:00","2018-06-21"
"263",441,"C2T2P1","Roedores","25/06/2018 4:13:00","25/06/2018","4:13:14",352038,5867,97.8,4.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-25__04-13-14(1).JPG","Roedores","Species|Roedores","2018-06-25 04:13:00","2018-06-25"
"264",442,"C2T2P1","Roedores","29/06/2018 20:33:00","29/06/2018","20:33:02",404385,6740,112.3,4.7,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-29__20-33-02(1).JPG","Roedores","Species|Roedores","2018-06-29 20:33:00","2018-06-29"
"265",443,"C2T2P1","Roedores","05/07/2018 21:33:00","5/07/2018","21:33:46",522041,8701,145,6,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-05__21-33-46(1).JPG","Roedores","Species|Roedores","2018-07-05 21:33:00","2018-07-05"
"266",444,"C2T2P1","Roedores","06/07/2018 0:03:00","6/07/2018","0:03:33",8983,150,2.5,0.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-06__00-03-33(1).JPG","Roedores","Species|Roedores","2018-07-06 00:03:00","2018-07-06"
"267",445,"C2T2P1","Roedores","10/07/2018 20:33:00","10/07/2018","20:33:07",419371,6990,116.5,4.9,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-10__20-33-07(1).JPG","Roedores","Species|Roedores","2018-07-10 20:33:00","2018-07-10"
"268",446,"C2T2P1","Roedores","13/07/2018 1:57:00","13/07/2018","1:57:27",192257,3204,53.4,2.2,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-13__01-57-27(1).JPG","Roedores","Species|Roedores","2018-07-13 01:57:00","2018-07-13"
"269",447,"C2T2P1","Roedores","13/07/2018 21:06:00","13/07/2018","21:06:16",68929,1149,19.1,0.8,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-13__21-06-16(1).JPG","Roedores","Species|Roedores","2018-07-13 21:06:00","2018-07-13"
"270",448,"C2T2P1","Roedores","14/07/2018 2:59:00","14/07/2018","2:59:04",21165,353,5.9,0.2,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-14__02-59-04(1).JPG","Roedores","Species|Roedores","2018-07-14 02:59:00","2018-07-14"
"271",449,"C2T2P1","Roedores","16/07/2018 22:06:00","16/07/2018","22:06:12",241628,4027,67.1,2.8,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-16__22-06-12(1).JPG","Roedores","Species|Roedores","2018-07-16 22:06:00","2018-07-16"
"272",450,"C2T2P1","Roedores","18/07/2018 0:01:00","18/07/2018","0:01:42",93326,1555,25.9,1.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-18__00-01-42(1).JPG","Roedores","Species|Roedores","2018-07-18 00:01:00","2018-07-18"
"273",451,"C2T2P1","Roedores","24/07/2018 4:24:00","24/07/2018","4:24:39",534174,8903,148.4,6.2,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-24__04-24-39(1).JPG","Roedores","Species|Roedores","2018-07-24 04:24:00","2018-07-24"
"274",452,"C2T2P1","Roedores","25/07/2018 4:36:00","25/07/2018","4:36:34",87112,1452,24.2,1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-25__04-36-34(1).JPG","Roedores","Species|Roedores","2018-07-25 04:36:00","2018-07-25"
"275",453,"C2T2P1","Roedores","29/07/2018 20:39:00","29/07/2018","20:39:52",403394,6723,112,4.7,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-29__20-39-52(1).JPG","Roedores","Species|Roedores","2018-07-29 20:39:00","2018-07-29"
"276",454,"C2T2P1","Roedores","06/08/2018 0:37:00","6/08/2018","0:37:20",619048,10317,171.9,7.2,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-08-06__00-37-20(1).JPG","Roedores","Species|Roedores","2018-08-06 00:37:00","2018-08-06"
"277",455,"C2T2P1","Roedores","06/08/2018 2:50:00","6/08/2018","2:50:04",7569,126,2.1,0.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-08-06__02-50-04(1).JPG","Roedores","Species|Roedores","2018-08-06 02:50:00","2018-08-06"
"278",456,"C2T2P1","Roedores","11/08/2018 3:24:00","11/08/2018","3:24:24",434057,7234,120.6,5,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-08-11__03-24-24(1).JPG","Roedores","Species|Roedores","2018-08-11 03:24:00","2018-08-11"
"279",457,"C2T2P1","Spilogale angustigrons","12/05/2018 22:08:00","12/05/2018","22:08:23",0,0,0,0,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-12__22-08-23(1).JPG","Spilogale angustigrons","Species|Spilogale angustigrons","2018-05-12 22:08:00","2018-05-12"
"280",458,"C2T2P1","Spilogale angustigrons","23/05/2018 3:22:00","23/05/2018","3:22:17",882834,14714,245.2,10.2,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-23__03-22-17(1).JPG","Spilogale angustigrons","Species|Spilogale angustigrons","2018-05-23 03:22:00","2018-05-23"
"281",459,"C2T2P1","Sylvilagus floridanus","03/05/2018 3:13:00","3/05/2018","3:13:52",0,0,0,0,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-03__03-13-52(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-05-03 03:13:00","2018-05-03"
"282",460,"C2T2P1","Sylvilagus floridanus","06/05/2018 2:21:00","6/05/2018","2:21:40",255992,4267,71.1,3,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-06__02-21-40(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-05-06 02:21:00","2018-05-06"
"283",461,"C2T2P1","Sylvilagus floridanus","07/05/2018 19:19:00","7/05/2018","19:19:20",147460,2458,41,1.7,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-07__19-19-20(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-05-07 19:19:00","2018-05-07"
"284",462,"C2T2P1","Sylvilagus floridanus","11/05/2018 21:03:00","11/05/2018","21:03:04",351749,5862,97.7,4.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-11__21-03-04(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-05-11 21:03:00","2018-05-11"
"285",463,"C2T2P1","Sylvilagus floridanus","16/05/2018 2:47:00","16/05/2018","2:47:06",366237,6104,101.7,4.2,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-16__02-47-06(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-05-16 02:47:00","2018-05-16"
"286",464,"C2T2P1","Sylvilagus floridanus","17/05/2018 5:34:00","17/05/2018","5:34:45",96456,1608,26.8,1.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-17__05-34-45(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-05-17 05:34:00","2018-05-17"
"287",465,"C2T2P1","Sylvilagus floridanus","19/05/2018 2:43:00","19/05/2018","2:43:42",162537,2709,45.1,1.9,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-19__02-43-42(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-05-19 02:43:00","2018-05-19"
"288",466,"C2T2P1","Sylvilagus floridanus","19/05/2018 6:18:00","19/05/2018","6:18:24",12882,215,3.6,0.2,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-19__06-18-24(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-05-19 06:18:00","2018-05-19"
"289",467,"C2T2P1","Sylvilagus floridanus","20/05/2018 21:08:00","20/05/2018","21:08:42",139818,2330,38.8,1.6,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-20__21-08-42(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-05-20 21:08:00","2018-05-20"
"290",468,"C2T2P1","Sylvilagus floridanus","21/05/2018 21:24:00","21/05/2018","21:24:19",87245,1454,24.2,1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-21__21-24-19(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-05-21 21:24:00","2018-05-21"
"291",469,"C2T2P1","Sylvilagus floridanus","22/05/2018 1:53:00","22/05/2018","1:53:02",16120,269,4.5,0.2,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-22__01-53-02(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-05-22 01:53:00","2018-05-22"
"292",470,"C2T2P1","Sylvilagus floridanus","25/05/2018 1:27:00","25/05/2018","1:27:23",257529,4292,71.5,3,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-25__01-27-23(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-05-25 01:27:00","2018-05-25"
"293",471,"C2T2P1","Sylvilagus floridanus","28/05/2018 19:27:00","28/05/2018","19:27:32",323939,5399,90,3.8,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-28__19-27-32(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-05-28 19:27:00","2018-05-28"
"294",472,"C2T2P1","Sylvilagus floridanus","29/05/2018 3:09:00","29/05/2018","3:09:57",27745,462,7.7,0.3,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-29__03-09-57(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-05-29 03:09:00","2018-05-29"
"295",473,"C2T2P1","Sylvilagus floridanus","29/05/2018 22:34:00","29/05/2018","22:34:51",69891,1165,19.4,0.8,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-29__22-34-51(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-05-29 22:34:00","2018-05-29"
"296",474,"C2T2P1","Sylvilagus floridanus","01/06/2018 2:11:00","1/06/2018","2:11:38",185771,3096,51.6,2.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-01__02-11-38(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-01 02:11:00","2018-06-01"
"297",475,"C2T2P1","Sylvilagus floridanus","03/06/2018 19:11:00","3/06/2018","19:11:47",234009,3900,65,2.7,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-03__19-11-47(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-03 19:11:00","2018-06-03"
"298",476,"C2T2P1","Sylvilagus floridanus","04/06/2018 6:11:00","4/06/2018","6:11:40",39590,660,11,0.5,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-04__06-11-40(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-04 06:11:00","2018-06-04"
"299",477,"C2T2P1","Sylvilagus floridanus","04/06/2018 19:23:00","4/06/2018","19:23:24",45259,754,12.6,0.5,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-04__19-23-24(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-04 19:23:00","2018-06-04"
"300",478,"C2T2P1","Sylvilagus floridanus","06/06/2018 1:39:00","6/06/2018","1:39:50",108952,1816,30.3,1.3,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-06__01-39-50(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-06 01:39:00","2018-06-06"
"301",479,"C2T2P1","Sylvilagus floridanus","06/06/2018 2:54:00","6/06/2018","2:54:37",4482,75,1.2,0,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-06__02-54-37(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-06 02:54:00","2018-06-06"
"302",480,"C2T2P1","Sylvilagus floridanus","06/06/2018 19:15:00","6/06/2018","19:15:41",58860,981,16.4,0.7,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-06__19-15-41(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-06 19:15:00","2018-06-06"
"303",481,"C2T2P1","Sylvilagus floridanus","06/06/2018 21:46:00","6/06/2018","21:46:05",9021,150,2.5,0.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-06__21-46-05(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-06 21:46:00","2018-06-06"
"304",482,"C2T2P1","Sylvilagus floridanus","08/06/2018 5:14:00","8/06/2018","5:14:58",113333,1889,31.5,1.3,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-08__05-14-58(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-08 05:14:00","2018-06-08"
"305",483,"C2T2P1","Sylvilagus floridanus","09/06/2018 4:21:00","9/06/2018","4:21:36",83194,1387,23.1,1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-09__04-21-36(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-09 04:21:00","2018-06-09"
"306",484,"C2T2P1","Sylvilagus floridanus","13/06/2018 0:07:00","13/06/2018","0:07:02",330322,5505,91.8,3.8,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-13__00-07-02(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-13 00:07:00","2018-06-13"
"307",485,"C2T2P1","Sylvilagus floridanus","13/06/2018 5:27:00","13/06/2018","5:27:14",19210,320,5.3,0.2,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-13__05-27-14(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-13 05:27:00","2018-06-13"
"308",486,"C2T2P1","Sylvilagus floridanus","17/06/2018 21:59:00","17/06/2018","21:59:26",405132,6752,112.5,4.7,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-17__21-59-26(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-17 21:59:00","2018-06-17"
"309",487,"C2T2P1","Sylvilagus floridanus","28/06/2018 2:16:00","28/06/2018","2:16:21",879412,14657,244.3,10.2,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-28__02-16-21(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-28 02:16:00","2018-06-28"
"310",488,"C2T2P1","Sylvilagus floridanus","29/06/2018 5:31:00","29/06/2018","5:31:06",95384,1590,26.5,1.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-29__05-31-06(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-29 05:31:00","2018-06-29"
"311",489,"C2T2P1","Sylvilagus floridanus","29/06/2018 19:36:00","29/06/2018","19:36:54",50745,846,14.1,0.6,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-29__19-36-54(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-29 19:36:00","2018-06-29"
"312",490,"C2T2P1","Sylvilagus floridanus","30/06/2018 4:15:00","30/06/2018","4:15:46",31068,518,8.6,0.4,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-06-30__04-15-46(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-06-30 04:15:00","2018-06-30"
"313",491,"C2T2P1","Sylvilagus floridanus","02/07/2018 21:10:00","2/07/2018","21:10:36",233147,3886,64.8,2.7,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-02__21-10-36(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-02 21:10:00","2018-07-02"
"314",492,"C2T2P1","Sylvilagus floridanus","10/07/2018 0:48:00","10/07/2018","0:48:17",617757,10296,171.6,7.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-10__00-48-17(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-10 00:48:00","2018-07-10"
"315",493,"C2T2P1","Sylvilagus floridanus","10/07/2018 3:11:00","10/07/2018","3:11:03",7290,122,2,0.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-10__03-11-03(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-10 03:11:00","2018-07-10"
"316",494,"C2T2P1","Sylvilagus floridanus","10/07/2018 4:37:00","10/07/2018","4:37:10",5135,86,1.4,0.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-10__04-37-10(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-10 04:37:00","2018-07-10"
"317",495,"C2T2P1","Sylvilagus floridanus","10/07/2018 6:09:00","10/07/2018","6:09:08",5515,92,1.5,0.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-10__06-09-08(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-10 06:09:00","2018-07-10"
"318",496,"C2T2P1","Sylvilagus floridanus","13/07/2018 0:25:00","13/07/2018","0:25:16",238568,3976,66.3,2.8,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-13__00-25-16(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-13 00:25:00","2018-07-13"
"319",497,"C2T2P1","Sylvilagus floridanus","13/07/2018 1:25:00","13/07/2018","1:25:16",3600,60,1,0,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-13__01-25-16(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-13 01:25:00","2018-07-13"
"320",498,"C2T2P1","Sylvilagus floridanus","17/07/2018 23:40:00","17/07/2018","23:40:36",423786,7063,117.7,4.9,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-17__23-40-36(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-17 23:40:00","2018-07-17"
"321",499,"C2T2P1","Sylvilagus floridanus","21/07/2018 0:52:00","21/07/2018","0:52:38",263518,4392,73.2,3.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-21__00-52-38(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-21 00:52:00","2018-07-21"
"322",500,"C2T2P1","Sylvilagus floridanus","21/07/2018 5:16:00","21/07/2018","5:16:03",15777,263,4.4,0.2,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-21__05-16-03(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-21 05:16:00","2018-07-21"
"323",501,"C2T2P1","Sylvilagus floridanus","21/07/2018 19:41:00","21/07/2018","19:41:10",51907,865,14.4,0.6,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-21__19-41-10(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-21 19:41:00","2018-07-21"
"324",502,"C2T2P1","Sylvilagus floridanus","22/07/2018 3:28:00","22/07/2018","3:28:12",28019,467,7.8,0.3,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-22__03-28-12(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-22 03:28:00","2018-07-22"
"325",503,"C2T2P1","Sylvilagus floridanus","22/07/2018 23:53:00","22/07/2018","23:53:49",73537,1226,20.4,0.8,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-07-22__23-53-49(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-07-22 23:53:00","2018-07-22"
"326",504,"C2T2P1","Sylvilagus floridanus","01/08/2018 23:50:00","1/08/2018","23:50:29",863797,14397,239.9,10,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-08-01__23-50-29(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-08-01 23:50:00","2018-08-01"
"327",505,"C2T2P1","Sylvilagus floridanus","05/08/2018 1:02:00","5/08/2018","1:02:03",263220,4387,73.1,3,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-08-05__01-02-03(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-08-05 01:02:00","2018-08-05"
"328",506,"C2T2P1","Sylvilagus floridanus","05/08/2018 22:21:00","5/08/2018","22:21:02",76736,1279,21.3,0.9,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-08-05__22-21-02(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-08-05 22:21:00","2018-08-05"
"329",507,"C2T2P1","Sylvilagus floridanus","07/08/2018 0:31:00","7/08/2018","0:31:30",94224,1570,26.2,1.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-08-07__00-31-30(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-08-07 00:31:00","2018-08-07"
"330",508,"C2T2P1","Sylvilagus floridanus","08/08/2018 3:56:00","8/08/2018","3:56:57",98723,1645,27.4,1.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-08-08__03-56-57(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-08-08 03:56:00","2018-08-08"
"331",509,"C2T2P1","Sylvilagus floridanus","09/08/2018 4:02:00","9/08/2018","4:02:43",86741,1446,24.1,1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-08-09__04-02-43(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-08-09 04:02:00","2018-08-09"
"332",510,"C2T2P1","Sylvilagus floridanus","09/08/2018 5:08:00","9/08/2018","5:08:42",3959,66,1.1,0,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-08-09__05-08-42(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-08-09 05:08:00","2018-08-09"
"333",511,"C2T2P1","Sylvilagus floridanus","11/08/2018 18:57:00","11/08/2018","18:57:38",222536,3709,61.8,2.6,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-08-11__18-57-38(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-08-11 18:57:00","2018-08-11"
"334",512,"C2T2P1","Sylvilagus floridanus","11/08/2018 20:15:00","11/08/2018","20:15:48",4627,77,1.3,0.1,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-08-11__20-15-48(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-08-11 20:15:00","2018-08-11"
"335",513,"C2T2P1","Sylvilagus floridanus","12/08/2018 2:27:00","12/08/2018","2:27:07",22279,371,6.2,0.3,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-08-12__02-27-07(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-08-12 02:27:00","2018-08-12"
"336",514,"C2T2P1","Urocyon cinereoargenteus","18/05/2018 0:13:00","18/05/2018","0:13:05",0,0,0,0,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-18__00-13-05(1).JPG","Urocyon cinereoargenteus","Species|Urocyon cinereoargenteus","2018-05-18 00:13:00","2018-05-18"
"337",515,"C2T2P1","Urocyon cinereoargenteus","26/05/2018 4:55:00","26/05/2018","4:55:42",708149,11802,196.7,8.2,"Imagenes_renombradas/C2T2P1","C2T2P1__2018-05-26__04-55-42(1).JPG","Urocyon cinereoargenteus","Species|Urocyon cinereoargenteus","2018-05-26 04:55:00","2018-05-26"
