"","X","Station","Species","DateTimeOriginal","Date","Time","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","Directory","FileName","metadata_Species","HierarchicalSubject","DateTime2","Date2"
"1",26,"C1T2P1","Conepatus leuconotus","28/03/2018 2:34:00","28/03/2018","2:34:50",0,0,0,0,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-03-28__02-34-50(1).JPG","Conepatus leuconotus","Species|Conepatus leuconotus","2018-03-28 02:34:00","2018-03-28"
"2",27,"C1T2P1","Lynx rufus","10/03/2018 1:38:00","10/03/2018","1:38:16",0,0,0,0,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-03-10__01-38-16(1).JPG","Lynx rufus","Species|Lynx rufus","2018-03-10 01:38:00","2018-03-10"
"3",28,"C1T2P1","Lynx rufus","19/03/2018 23:28:00","19/03/2018","23:28:33",856215,14270,237.8,9.9,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-03-19__23-28-33(1).JPG","Lynx rufus","Species|Lynx rufus","2018-03-19 23:28:00","2018-03-19"
"4",29,"C1T2P1","Lynx rufus","25/03/2018 21:08:00","25/03/2018","21:08:43",509991,8500,141.7,5.9,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-03-25__21-08-43(1).JPG","Lynx rufus","Species|Lynx rufus","2018-03-25 21:08:00","2018-03-25"
"5",30,"C1T2P1","Sylvilagus floridanus","29/01/2018 21:42:00","29/01/2018","21:42:07",0,0,0,0,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-01-29__21-42-07(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-01-29 21:42:00","2018-01-29"
"6",31,"C1T2P1","Sylvilagus floridanus","01/02/2018 2:36:00","1/02/2018","2:36:22",190451,3174,52.9,2.2,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-02-01__02-36-22(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-02-01 02:36:00","2018-02-01"
"7",32,"C1T2P1","Sylvilagus floridanus","01/02/2018 23:46:00","1/02/2018","23:46:22",75756,1263,21.1,0.9,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-02-01__23-46-22(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-02-01 23:46:00","2018-02-01"
"8",33,"C1T2P1","Sylvilagus floridanus","03/02/2018 3:30:00","3/02/2018","3:30:05",99818,1664,27.7,1.2,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-02-03__03-30-05(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-02-03 03:30:00","2018-02-03"
"9",34,"C1T2P1","Sylvilagus floridanus","04/02/2018 2:30:00","4/02/2018","2:30:45",82837,1381,23,1,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-02-04__02-30-45(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-02-04 02:30:00","2018-02-04"
"10",35,"C1T2P1","Sylvilagus floridanus","05/02/2018 4:27:00","5/02/2018","4:27:31",93403,1557,25.9,1.1,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-02-05__04-27-31(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-02-05 04:27:00","2018-02-05"
"11",36,"C1T2P1","Sylvilagus floridanus","07/02/2018 21:02:00","7/02/2018","21:02:31",232497,3875,64.6,2.7,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-02-07__21-02-31(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-02-07 21:02:00","2018-02-07"
"12",37,"C1T2P1","Sylvilagus floridanus","11/02/2018 1:15:00","11/02/2018","1:15:20",274366,4573,76.2,3.2,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-02-11__01-15-20(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-02-11 01:15:00","2018-02-11"
"13",38,"C1T2P1","Sylvilagus floridanus","13/02/2018 2:39:00","13/02/2018","2:39:25",177842,2964,49.4,2.1,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-02-13__02-39-25(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-02-13 02:39:00","2018-02-13"
"14",39,"C1T2P1","Sylvilagus floridanus","13/02/2018 22:19:00","13/02/2018","22:19:56",70735,1179,19.6,0.8,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-02-13__22-19-56(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-02-13 22:19:00","2018-02-13"
"15",40,"C1T2P1","Sylvilagus floridanus","14/02/2018 2:07:00","14/02/2018","2:07:33",13654,228,3.8,0.2,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-02-14__02-07-33(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-02-14 02:07:00","2018-02-14"
"16",41,"C1T2P1","Sylvilagus floridanus","22/02/2018 22:21:00","22/02/2018","22:21:49",764051,12734,212.2,8.8,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-02-22__22-21-49(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-02-22 22:21:00","2018-02-22"
"17",42,"C1T2P1","Sylvilagus floridanus","09/03/2018 3:42:00","9/03/2018","3:42:45",1228853,20481,341.4,14.2,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-03-09__03-42-45(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-09 03:42:00","2018-03-09"
"18",43,"C1T2P1","Sylvilagus floridanus","12/03/2018 2:34:00","12/03/2018","2:34:10",255083,4251,70.8,2.9,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-03-12__02-34-10(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-12 02:34:00","2018-03-12"
"19",44,"C1T2P1","Sylvilagus floridanus","23/03/2018 0:35:00","23/03/2018","0:35:51",943301,15722,262,10.9,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-03-23__00-35-51(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-23 00:35:00","2018-03-23"
"20",45,"C1T2P1","Sylvilagus floridanus","25/03/2018 21:47:00","25/03/2018","21:47:33",249099,4152,69.2,2.9,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-03-25__21-47-33(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-25 21:47:00","2018-03-25"
"21",46,"C1T2P1","Sylvilagus floridanus","26/03/2018 4:51:00","26/03/2018","4:51:01",25406,423,7,0.3,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-03-26__04-51-01(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-26 04:51:00","2018-03-26"
"22",47,"C1T2P1","Sylvilagus floridanus","27/03/2018 23:13:00","27/03/2018","23:13:35",152551,2543,42.4,1.8,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-03-27__23-13-35(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-27 23:13:00","2018-03-27"
"23",48,"C1T2P1","Sylvilagus floridanus","28/03/2018 23:29:00","28/03/2018","23:29:14",87339,1456,24.3,1,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-03-28__23-29-14(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-28 23:29:00","2018-03-28"
"24",49,"C1T2P1","Sylvilagus floridanus","30/03/2018 1:10:00","30/03/2018","1:10:55",92160,1536,25.6,1.1,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-03-30__01-10-55(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-30 01:10:00","2018-03-30"
"25",50,"C1T2P1","Sylvilagus floridanus","01/04/2018 23:29:00","1/04/2018","23:29:09",253090,4218,70.3,2.9,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-04-01__23-29-09(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-01 23:29:00","2018-04-01"
"26",51,"C1T2P1","Sylvilagus floridanus","03/04/2018 3:15:00","3/04/2018","3:15:59",98979,1650,27.5,1.1,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-04-03__03-15-59(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-03 03:15:00","2018-04-03"
"27",52,"C1T2P1","Sylvilagus floridanus","04/04/2018 4:30:00","4/04/2018","4:30:39",90877,1515,25.2,1.1,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-04-04__04-30-39(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-04 04:30:00","2018-04-04"
"28",53,"C1T2P1","Sylvilagus floridanus","05/04/2018 21:14:00","5/04/2018","21:14:32",146253,2438,40.6,1.7,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-04-05__21-14-32(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-05 21:14:00","2018-04-05"
"29",54,"C1T2P1","Sylvilagus floridanus","07/04/2018 21:21:00","7/04/2018","21:21:34",173218,2887,48.1,2,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-04-07__21-21-34(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-07 21:21:00","2018-04-07"
"30",55,"C1T2P1","Sylvilagus floridanus","08/04/2018 22:27:00","8/04/2018","22:27:13",86998,1450,24.2,1,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-04-08__22-27-13(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-08 22:27:00","2018-04-08"
"31",56,"C1T2P1","Sylvilagus floridanus","12/04/2018 2:36:00","12/04/2018","2:36:57",274180,4570,76.2,3.2,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-04-12__02-36-57(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-12 02:36:00","2018-04-12"
"32",57,"C1T2P1","Sylvilagus floridanus","13/04/2018 4:03:00","13/04/2018","4:03:55",91616,1527,25.4,1.1,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-04-13__04-03-55(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-13 04:03:00","2018-04-13"
"33",58,"C1T2P1","Sylvilagus floridanus","15/04/2018 3:18:00","15/04/2018","3:18:08",170049,2834,47.2,2,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-04-15__03-18-08(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-15 03:18:00","2018-04-15"
"34",59,"C1T2P1","Sylvilagus floridanus","15/04/2018 23:11:00","15/04/2018","23:11:59",71628,1194,19.9,0.8,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-04-15__23-11-59(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-15 23:11:00","2018-04-15"
"35",60,"C1T2P1","Sylvilagus floridanus","17/04/2018 1:02:00","17/04/2018","1:02:29",93030,1550,25.8,1.1,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-04-17__01-02-29(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-17 01:02:00","2018-04-17"
"36",61,"C1T2P1","Urocyon cinereoargenteus","29/01/2018 20:53:00","29/01/2018","20:53:29",0,0,0,0,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-01-29__20-53-29(1).JPG","Urocyon cinereoargenteus","Species|Urocyon cinereoargenteus","2018-01-29 20:53:00","2018-01-29"
"37",62,"C1T2P1","Urocyon cinereoargenteus","30/03/2018 0:10:00","30/03/2018","0:10:47",5109435,85157,1419.3,59.1,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-03-30__00-10-47(1).JPG","Urocyon cinereoargenteus","Species|Urocyon cinereoargenteus","2018-03-30 00:10:00","2018-03-30"
"38",63,"C1T2P1","Urocyon cinereoargenteus","18/04/2018 22:07:00","18/04/2018","22:07:31",1720574,28676,477.9,19.9,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-04-18__22-07-31(1).JPG","Urocyon cinereoargenteus","Species|Urocyon cinereoargenteus","2018-04-18 22:07:00","2018-04-18"
"39",64,"C1T2P1","Urocyon cinereoargenteus","23/04/2018 2:40:00","23/04/2018","2:40:14",361918,6032,100.5,4.2,"Imagenes_renombradas/C1T2P1","C1T2P1__2018-04-23__02-40-14(1).JPG","Urocyon cinereoargenteus","Species|Urocyon cinereoargenteus","2018-04-23 02:40:00","2018-04-23"
"40",76,"C1T2P11","Canis latrans","17/04/2018 6:22:00","17/04/2018","6:22:15",0,0,0,0,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-17__06-22-15(1).JPG","Canis latrans","Species|Canis latrans","2018-04-17 06:22:00","2018-04-17"
"41",77,"C1T2P11","Conepatus leuconotus","01/03/2018 0:02:00","1/03/2018","0:02:37",0,0,0,0,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-01__00-02-37(1).JPG","Conepatus leuconotus","Species|Conepatus leuconotus","2018-03-01 00:02:00","2018-03-01"
"42",78,"C1T2P11","Conepatus leuconotus","02/03/2018 5:03:00","2/03/2018","5:03:27",104447,1741,29,1.2,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-02__05-03-27(1).JPG","Conepatus leuconotus","Species|Conepatus leuconotus","2018-03-02 05:03:00","2018-03-02"
"43",79,"C1T2P11","Conepatus leuconotus","22/03/2018 4:34:00","22/03/2018","4:34:17",1726247,28771,479.5,20,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-22__04-34-17(1).JPG","Conepatus leuconotus","Species|Conepatus leuconotus","2018-03-22 04:34:00","2018-03-22"
"44",80,"C1T2P11","Conepatus leuconotus","04/04/2018 3:39:00","4/04/2018","3:39:20",1119899,18665,311.1,13,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-04__03-39-20(1).JPG","Conepatus leuconotus","Species|Conepatus leuconotus","2018-04-04 03:39:00","2018-04-04"
"45",81,"C1T2P11","Mephitis macroura","26/03/2018 0:29:00","26/03/2018","0:29:12",0,0,0,0,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-26__00-29-12(1).JPG","Mephitis macroura","Species|Mephitis macroura","2018-03-26 00:29:00","2018-03-26"
"46",82,"C1T2P11","Odocoileus virginianus","26/03/2018 9:04:00","26/03/2018","9:04:02",0,0,0,0,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-26__09-04-02(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-03-26 09:04:00","2018-03-26"
"47",83,"C1T2P11","Odocoileus virginianus","02/04/2018 7:30:00","2/04/2018","7:30:51",599206,9987,166.4,6.9,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-02__07-30-51(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-04-02 07:30:00","2018-04-02"
"48",84,"C1T2P11","Odocoileus virginianus","14/04/2018 5:14:00","14/04/2018","5:14:32",1028621,17144,285.7,11.9,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-14__05-14-32(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-04-14 05:14:00","2018-04-14"
"49",85,"C1T2P11","Sylvilagus floridanus","01/03/2018 5:26:00","1/03/2018","5:26:32",0,0,0,0,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-01__05-26-32(4).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-01 05:26:00","2018-03-01"
"50",86,"C1T2P11","Sylvilagus floridanus","02/03/2018 6:22:00","2/03/2018","6:22:29",87387,1456,24.3,1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-02__06-22-29(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-02 06:22:00","2018-03-02"
"51",87,"C1T2P11","Sylvilagus floridanus","20/03/2018 3:39:00","20/03/2018","3:39:04",1545392,25757,429.3,17.9,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-20__03-39-04(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-20 03:39:00","2018-03-20"
"52",88,"C1T2P11","Sylvilagus floridanus","20/03/2018 5:49:00","20/03/2018","5:49:55",7850,131,2.2,0.1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-20__05-49-55(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-20 05:49:00","2018-03-20"
"53",89,"C1T2P11","Sylvilagus floridanus","21/03/2018 5:21:00","21/03/2018","5:21:17",84679,1411,23.5,1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-21__05-21-17(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-21 05:21:00","2018-03-21"
"54",90,"C1T2P11","Sylvilagus floridanus","22/03/2018 4:03:00","22/03/2018","4:03:39",79879,1331,22.2,0.9,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-22__04-03-39(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-22 04:03:00","2018-03-22"
"55",91,"C1T2P11","Sylvilagus floridanus","23/03/2018 1:24:00","23/03/2018","1:24:12",76830,1280,21.3,0.9,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-23__01-24-12(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-23 01:24:00","2018-03-23"
"56",92,"C1T2P11","Sylvilagus floridanus","23/03/2018 4:02:00","23/03/2018","4:02:54",9519,159,2.6,0.1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-23__04-02-54(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-23 04:02:00","2018-03-23"
"57",93,"C1T2P11","Sylvilagus floridanus","23/03/2018 5:25:00","23/03/2018","5:25:14",4824,80,1.3,0.1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-23__05-25-14(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-23 05:25:00","2018-03-23"
"58",94,"C1T2P11","Sylvilagus floridanus","24/03/2018 1:47:00","24/03/2018","1:47:03",70714,1179,19.6,0.8,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-24__01-47-03(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-24 01:47:00","2018-03-24"
"59",95,"C1T2P11","Sylvilagus floridanus","25/03/2018 4:11:00","25/03/2018","4:11:13",95047,1584,26.4,1.1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-25__04-11-13(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-25 04:11:00","2018-03-25"
"60",96,"C1T2P11","Sylvilagus floridanus","25/03/2018 5:38:00","25/03/2018","5:38:10",5214,87,1.4,0.1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-25__05-38-10(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-25 05:38:00","2018-03-25"
"61",97,"C1T2P11","Sylvilagus floridanus","26/03/2018 1:11:00","26/03/2018","1:11:51",70417,1174,19.6,0.8,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-26__01-11-51(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-26 01:11:00","2018-03-26"
"62",98,"C1T2P11","Sylvilagus floridanus","26/03/2018 5:23:00","26/03/2018","5:23:26",15092,252,4.2,0.2,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-26__05-23-26(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-26 05:23:00","2018-03-26"
"63",99,"C1T2P11","Sylvilagus floridanus","27/03/2018 4:31:00","27/03/2018","4:31:47",81232,1354,22.6,0.9,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-27__04-31-47(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-27 04:31:00","2018-03-27"
"64",100,"C1T2P11","Sylvilagus floridanus","27/03/2018 5:33:00","27/03/2018","5:33:03",3673,61,1,0,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-27__05-33-03(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-27 05:33:00","2018-03-27"
"65",101,"C1T2P11","Sylvilagus floridanus","28/03/2018 5:40:00","28/03/2018","5:40:04",86352,1439,24,1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-28__05-40-04(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-28 05:40:00","2018-03-28"
"66",102,"C1T2P11","Sylvilagus floridanus","31/03/2018 5:31:00","31/03/2018","5:31:06",258659,4311,71.8,3,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-31__05-31-06(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-03-31 05:31:00","2018-03-31"
"67",103,"C1T2P11","Sylvilagus floridanus","01/04/2018 5:16:00","1/04/2018","5:16:43",83619,1394,23.2,1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-01__05-16-43(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-01 05:16:00","2018-04-01"
"68",104,"C1T2P11","Sylvilagus floridanus","02/04/2018 5:32:00","2/04/2018","5:32:21",87282,1455,24.2,1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-02__05-32-21(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-02 05:32:00","2018-04-02"
"69",105,"C1T2P11","Sylvilagus floridanus","03/04/2018 3:53:00","3/04/2018","3:53:09",80423,1340,22.3,0.9,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-03__03-53-09(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-03 03:53:00","2018-04-03"
"70",106,"C1T2P11","Sylvilagus floridanus","05/04/2018 5:41:00","5/04/2018","5:41:42",179311,2989,49.8,2.1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-05__05-41-42(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-05 05:41:00","2018-04-05"
"71",107,"C1T2P11","Sylvilagus floridanus","09/04/2018 5:42:00","9/04/2018","5:42:49",345663,5761,96,4,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-09__05-42-49(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-09 05:42:00","2018-04-09"
"72",108,"C1T2P11","Sylvilagus floridanus","10/04/2018 4:53:00","10/04/2018","4:53:54",83461,1391,23.2,1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-10__04-53-54(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-10 04:53:00","2018-04-10"
"73",109,"C1T2P11","Sylvilagus floridanus","11/04/2018 4:58:00","11/04/2018","4:58:13",86656,1444,24.1,1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-11__04-58-13(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-11 04:58:00","2018-04-11"
"74",110,"C1T2P11","Sylvilagus floridanus","12/04/2018 5:26:00","12/04/2018","5:26:49",88113,1469,24.5,1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-12__05-26-49(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-12 05:26:00","2018-04-12"
"75",111,"C1T2P11","Sylvilagus floridanus","13/04/2018 4:58:00","13/04/2018","4:58:03",83900,1398,23.3,1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-13__04-58-03(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-13 04:58:00","2018-04-13"
"76",112,"C1T2P11","Sylvilagus floridanus","14/04/2018 4:43:00","14/04/2018","4:43:53",85550,1426,23.8,1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-14__04-43-53(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-14 04:43:00","2018-04-14"
"77",113,"C1T2P11","Sylvilagus floridanus","17/04/2018 0:01:00","17/04/2018","0:01:59",242282,4038,67.3,2.8,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-17__00-01-59(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-17 00:01:00","2018-04-17"
"78",114,"C1T2P11","Sylvilagus floridanus","20/04/2018 4:50:00","20/04/2018","4:50:31",276509,4608,76.8,3.2,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-20__04-50-31(1).JPG","Sylvilagus floridanus","Species|Sylvilagus floridanus","2018-04-20 04:50:00","2018-04-20"
"79",115,"C1T2P11","Urocyon cinereoargenteus","20/03/2018 4:57:00","20/03/2018","4:57:20",0,0,0,0,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-20__04-57-20(1).JPG","Urocyon cinereoargenteus","Species|Urocyon cinereoargenteus","2018-03-20 04:57:00","2018-03-20"
"80",116,"C1T2P11","Urocyon cinereoargenteus","29/03/2018 4:16:00","29/03/2018","4:16:45",775118,12919,215.3,9,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-03-29__04-16-45(1).JPG","Urocyon cinereoargenteus","Species|Urocyon cinereoargenteus","2018-03-29 04:16:00","2018-03-29"
"81",117,"C1T2P11","Urocyon cinereoargenteus","02/04/2018 5:35:00","2/04/2018","5:35:08",350301,5838,97.3,4.1,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-02__05-35-08(1).JPG","Urocyon cinereoargenteus","Species|Urocyon cinereoargenteus","2018-04-02 05:35:00","2018-04-02"
"82",118,"C1T2P11","Urocyon cinereoargenteus","21/04/2018 1:38:00","21/04/2018","1:38:54",1627424,27124,452.1,18.8,"Imagenes_renombradas/C1T2P11","C1T2P11__2018-04-21__01-38-54(1).JPG","Urocyon cinereoargenteus","Species|Urocyon cinereoargenteus","2018-04-21 01:38:00","2018-04-21"
"83",130,"C1T2P21","Canis lupus familiaris","29/03/2018 8:15:00","29/03/2018","8:15:38",0,0,0,0,"Imagenes_renombradas/C1T2P21","C1T2P21__2018-03-29__08-15-38(2).JPG","Canis lupus familiaris","Species|Canis lupus familiaris","2018-03-29 08:15:00","2018-03-29"
"84",131,"C1T2P21","Conepatus leuconotus","15/04/2018 19:19:00","15/04/2018","19:19:09",0,0,0,0,"Imagenes_renombradas/C1T2P21","C1T2P21__2018-04-15__19-19-09(1).JPG","Conepatus leuconotus","Species|Conepatus leuconotus","2018-04-15 19:19:00","2018-04-15"
"85",132,"C1T2P21","Mephitis macroura","20/04/2018 3:59:00","20/04/2018","3:59:22",0,0,0,0,"Imagenes_renombradas/C1T2P21","C1T2P21__2018-04-20__03-59-22(1).JPG","Mephitis macroura","Species|Mephitis macroura","2018-04-20 03:59:00","2018-04-20"
"86",133,"C1T2P21","Odocoileus virginianus","26/01/2018 6:43:00","26/01/2018","6:43:46",0,0,0,0,"Imagenes_renombradas/C1T2P21","C1T2P21__2018-01-26__06-43-46(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-01-26 06:43:00","2018-01-26"
"87",134,"C1T2P21","Odocoileus virginianus","05/02/2018 6:46:00","5/02/2018","6:46:39",864077,14401,240,10,"Imagenes_renombradas/C1T2P21","C1T2P21__2018-02-05__06-46-39(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-02-05 06:46:00","2018-02-05"
"88",135,"C1T2P21","Odocoileus virginianus","05/02/2018 16:15:00","5/02/2018","16:15:06",33942,566,9.4,0.4,"Imagenes_renombradas/C1T2P21","C1T2P21__2018-02-05__16-15-06(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-02-05 16:15:00","2018-02-05"
"89",136,"C1T2P21","Odocoileus virginianus","05/02/2018 18:01:00","5/02/2018","18:01:59",6409,107,1.8,0.1,"Imagenes_renombradas/C1T2P21","C1T2P21__2018-02-05__18-01-59(1).JPG","Odocoileus virginianus","Species|Odocoileus virginianus","2018-02-05 18:01:00","2018-02-05"
